Date,GLD,IBIT,SLV
2014-12-08,115.77999877929688,,15.710000038146973
2014-12-09,118.19000244140625,,16.31999969482422
2014-12-10,117.95999908447266,,16.3700008392334
2014-12-11,117.69000244140625,,16.329999923706055
2014-12-12,117.41000366210938,,16.299999237060547
2014-12-15,114.38999938964844,,15.470000267028809
2014-12-16,114.94999694824219,,15.079999923706055
2014-12-17,114.2699966430664,,15.100000381469727
2014-12-18,115.1500015258789,,15.25
2014-12-19,114.7699966430664,,15.390000343322754
2014-12-22,112.55000305175781,,14.989999771118164
2014-12-23,112.73999786376953,,15.039999961853027
2014-12-24,112.7699966430664,,15.09000015258789
2014-12-26,114.83000183105469,,15.350000381469727
2014-12-29,113.66999816894531,,15.109999656677246
2014-12-30,115.19999694824219,,15.579999923706055
2014-12-31,113.58000183105469,,15.0600004196167
2015-01-02,114.08000183105469,,15.109999656677246
2015-01-05,115.80000305175781,,15.5
2015-01-06,117.12000274658203,,15.829999923706055
2015-01-07,116.43000030517578,,15.850000381469727
2015-01-08,115.94000244140625,,15.640000343322754
2015-01-09,117.26000213623047,,15.770000457763672
2015-01-12,118.55999755859375,,15.869999885559082
2015-01-13,118.16000366210938,,16.290000915527344
2015-01-14,117.97000122070312,,16.1299991607666
2015-01-15,120.94000244140625,,16.149999618530273
2015-01-16,122.5199966430664,,16.950000762939453
2015-01-20,124.19999694824219,,17.18000030517578
2015-01-21,124.2300033569336,,17.3700008392334
2015-01-22,125.2300033569336,,17.610000610351562
2015-01-23,124.2300033569336,,17.510000228881836
2015-01-26,122.98999786376953,,17.1299991607666
2015-01-27,124.4000015258789,,17.329999923706055
2015-01-28,123.41999816894531,,17.229999542236328
2015-01-29,120.76000213623047,,16.239999771118164
2015-01-30,123.44999694824219,,16.540000915527344
2015-02-02,122.41999816894531,,16.469999313354492
2015-02-03,121.05000305175781,,16.549999237060547
2015-02-04,121.58000183105469,,16.6299991607666
2015-02-05,121.79000091552734,,16.579999923706055
2015-02-06,118.63999938964844,,16.030000686645508
2015-02-09,119.16999816894531,,16.31999969482422
2015-02-10,118.47000122070312,,16.190000534057617
2015-02-11,117.06999969482422,,16.079999923706055
2015-02-12,117.33999633789062,,16.149999618530273
2015-02-13,117.9800033569336,,16.540000915527344
2015-02-17,116.01000213623047,,15.829999923706055
2015-02-18,116.33999633789062,,15.75
2015-02-19,115.94000244140625,,15.699999809265137
2015-02-20,115.27999877929688,,15.539999961853027
2015-02-23,115.43000030517578,,15.630000114440918
2015-02-24,115.26000213623047,,15.5600004196167
2015-02-25,115.69999694824219,,15.829999923706055
2015-02-26,116.06999969482422,,15.84000015258789
2015-02-27,116.16000366210938,,15.869999885559082
2015-03-02,115.68000030517578,,15.65999984741211
2015-03-03,115.47000122070312,,15.579999923706055
2015-03-04,115.11000061035156,,15.489999771118164
2015-03-05,115.0,,15.529999732971191
2015-03-06,111.86000061035156,,15.1899995803833
2015-03-09,111.97000122070312,,15.100000381469727
2015-03-10,111.41999816894531,,15.020000457763672
2015-03-11,110.75,,14.84000015258789
2015-03-12,110.72000122070312,,14.920000076293945
2015-03-13,110.87999725341797,,14.899999618530273
2015-03-16,110.80999755859375,,14.989999771118164
2015-03-17,110.20999908447266,,14.899999618530273
2015-03-18,112.37000274658203,,15.359999656677246
2015-03-19,112.29000091552734,,15.4399995803833
2015-03-20,113.56999969482422,,16.0
2015-03-23,114.29000091552734,,16.299999237060547
2015-03-24,114.56999969482422,,16.280000686645508
2015-03-25,114.7300033569336,,16.239999771118164
2015-03-26,115.4800033569336,,16.299999237060547
2015-03-27,115.05999755859375,,16.219999313354492
2015-03-30,113.75,,15.979999542236328
2015-03-31,113.66000366210938,,15.930000305175781
2015-04-01,115.5999984741211,,16.229999542236328
2015-04-02,115.27999877929688,,16.020000457763672
2015-04-06,116.69000244140625,,16.270000457763672
2015-04-07,116.11000061035156,,16.149999618530273
2015-04-08,115.47000122070312,,15.8100004196167
2015-04-09,114.66999816894531,,15.510000228881836
2015-04-10,115.97000122070312,,15.770000457763672
2015-04-13,115.13999938964844,,15.600000381469727
2015-04-14,114.44000244140625,,15.510000228881836
2015-04-15,115.43000030517578,,15.630000114440918
2015-04-16,115.02999877929688,,15.569999694824219
2015-04-17,115.5999984741211,,15.5600004196167
2015-04-20,114.72000122070312,,15.289999961853027
2015-04-21,115.37999725341797,,15.319999694824219
2015-04-22,113.83000183105469,,15.109999656677246
2015-04-23,114.66000366210938,,15.210000038146973
2015-04-24,113.05000305175781,,15.0600004196167
2015-04-27,115.33000183105469,,15.65999984741211
2015-04-28,116.33000183105469,,15.869999885559082
2015-04-29,115.51000213623047,,15.8100004196167
2015-04-30,113.47000122070312,,15.430000305175781
2015-05-01,113.08000183105469,,15.470000267028809
2015-05-04,114.0999984741211,,15.699999809265137
2015-05-05,114.41999816894531,,15.8100004196167
2015-05-06,114.36000061035156,,15.770000457763672
2015-05-07,113.41999816894531,,15.600000381469727
2015-05-08,113.97000122070312,,15.760000228881836
2015-05-11,113.52999877929688,,15.569999694824219
2015-05-12,114.5,,15.8100004196167
2015-05-13,116.55000305175781,,16.350000381469727
2015-05-14,117.18000030517578,,16.649999618530273
2015-05-15,117.52999877929688,,16.75
2015-05-18,117.5199966430664,,16.889999389648438
2015-05-19,115.88999938964844,,16.3799991607666
2015-05-20,116.08000183105469,,16.3700008392334
2015-05-21,115.69000244140625,,16.389999389648438
2015-05-22,115.5999984741211,,16.34000015258789
2015-05-26,113.91000366210938,,16.020000457763672
2015-05-27,113.88999938964844,,15.960000038146973
2015-05-28,114.0199966430664,,15.970000267028809
2015-05-29,114.0999984741211,,15.989999771118164
2015-06-01,114.0,,16.0
2015-06-02,114.45999908447266,,16.06999969482422
2015-06-03,113.63999938964844,,15.829999923706055
2015-06-04,112.83999633789062,,15.479999542236328
2015-06-05,112.23999786376953,,15.390000343322754
2015-06-08,112.56999969482422,,15.319999694824219
2015-06-09,112.81999969482422,,15.289999961853027
2015-06-10,113.77999877929688,,15.319999694824219
2015-06-11,113.26000213623047,,15.329999923706055
2015-06-12,113.2300033569336,,15.25
2015-06-15,113.7300033569336,,15.399999618530273
2015-06-16,113.31999969482422,,15.319999694824219
2015-06-17,113.8499984741211,,15.449999809265137
2015-06-18,115.31999969482422,,15.460000038146973
2015-06-19,115.12000274658203,,15.420000076293945
2015-06-22,113.63999938964844,,15.489999771118164
2015-06-23,112.88999938964844,,15.140000343322754
2015-06-24,112.58999633789062,,15.1899995803833
2015-06-25,112.44000244140625,,15.170000076293945
2015-06-26,112.55999755859375,,15.109999656677246
2015-06-29,113.06999969482422,,15.029999732971191
2015-06-30,112.37000274658203,,15.029999732971191
2015-07-01,111.9800033569336,,14.899999618530273
2015-07-02,111.76000213623047,,14.949999809265137
2015-07-06,112.05999755859375,,14.989999771118164
2015-07-07,110.76000213623047,,14.430000305175781
2015-07-08,111.08999633789062,,14.460000038146973
2015-07-09,111.36000061035156,,14.760000228881836
2015-07-10,111.48999786376953,,14.880000114440918
2015-07-13,110.98999786376953,,14.8100004196167
2015-07-14,110.73999786376953,,14.6899995803833
2015-07-15,110.16000366210938,,14.430000305175781
2015-07-16,109.76000213623047,,14.350000381469727
2015-07-17,108.6500015258789,,14.229999542236328
2015-07-20,105.69999694824219,,14.050000190734863
2015-07-21,105.37000274658203,,14.140000343322754
2015-07-22,104.80000305175781,,14.140000343322754
2015-07-23,104.33000183105469,,14.0
2015-07-24,105.3499984741211,,14.020000457763672
2015-07-27,104.86000061035156,,13.920000076293945
2015-07-28,105.0199966430664,,14.020000457763672
2015-07-29,105.16999816894531,,14.149999618530273
2015-07-30,104.2699966430664,,14.09000015258789
2015-07-31,104.93000030517578,,14.079999923706055
2015-08-03,104.0999984741211,,13.869999885559082
2015-08-04,104.30999755859375,,13.920000076293945
2015-08-05,103.93000030517578,,13.949999809265137
2015-08-06,104.38999938964844,,13.989999771118164
2015-08-07,104.6500015258789,,14.109999656677246
2015-08-10,105.72000122070312,,14.539999961853027
2015-08-11,106.26000213623047,,14.640000343322754
2015-08-12,107.75,,14.819999694824219
2015-08-13,106.86000061035156,,14.710000038146973
2015-08-14,106.8499984741211,,14.550000190734863
2015-08-17,107.12999725341797,,14.630000114440918
2015-08-18,107.11000061035156,,14.220000267028809
2015-08-19,108.55000305175781,,14.569999694824219
2015-08-20,110.44000244140625,,14.779999732971191
2015-08-21,111.12999725341797,,14.609999656677246
2015-08-24,110.52999877929688,,14.130000114440918
2015-08-25,109.16000366210938,,13.989999771118164
2015-08-26,107.66999816894531,,13.5600004196167
2015-08-27,107.7300033569336,,13.800000190734863
2015-08-28,108.69999694824219,,13.920000076293945
2015-08-31,108.81999969482422,,13.989999771118164
2015-09-01,109.19999694824219,,13.9399995803833
2015-09-02,108.62000274658203,,14.020000457763672
2015-09-03,107.83999633789062,,14.020000457763672
2015-09-04,107.48999786376953,,13.920000076293945
2015-09-08,107.5199966430664,,14.119999885559082
2015-09-09,106.12999725341797,,13.930000305175781
2015-09-10,106.37999725341797,,13.989999771118164
2015-09-11,106.16000366210938,,13.949999809265137
2015-09-14,106.22000122070312,,13.789999961853027
2015-09-15,105.9000015258789,,13.770000457763672
2015-09-16,107.30999755859375,,14.220000267028809
2015-09-17,108.41000366210938,,14.420000076293945
2015-09-18,109.20999908447266,,14.470000267028809
2015-09-21,108.52999877929688,,14.489999771118164
2015-09-22,107.79000091552734,,14.140000343322754
